DOI,Classification,Triage decision,Document Type,Bibliography row,Classification method,Review needed,Low confidence,Fallback used,Fallback basis,Review reason,Evidence,Primary topic reason,Classifier version
10.1039/c6ra18480d,Functional materials,Y,Article,11858,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; electronic, magnetic, and mechanical function]: magnetically | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic, magnetization, magnetically | Functional materials [abstract; biomedical and delivery applications]: drug delivery, drug release, cytotoxicity",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6ra19170c,Functional materials,N,Article,11859,topic rules,False,False,False,,,"Chemical synthesis [abstract; molecular reaction development]: dimerization | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; catalytic and environmental performance]: catalytic performance | Functional materials [abstract; catalytic and environmental performance]: heterogeneous catalyst | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ra19403f,Functional materials,Y,Article,11860,topic rules,False,False,False,,,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; sensing and optical function]: sensing | Functional materials [abstract; sensing and optical function]: sensing, sensor | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ra19437k,Functional materials,Y,Article,11861,topic rules,True,True,False,,Multiple substantial topics in title: Crystal engineering / Functional materials; Structural construction and application contributions overlap,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [title; crystal packing and structural design]: polymorphism | Crystal engineering [abstract; crystal packing and structural design]: polymorphic, polymorphs | Functional materials [title; adsorption, storage, and separation]: gas storage | Functional materials [abstract; adsorption, storage, and separation]: gas storage, adsorption, separation | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ra20434a,Crystal engineering,Y,Article,11862,topic rules,False,False,False,,,Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [title; crystal packing and structural design]: crystal structures | Functional materials [abstract; sensing and optical function]: luminescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1039/c6ra20767g,Crystal engineering,N,Article,11863,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [abstract; catalytic and environmental performance]: catalytic activity, heterogeneous catalytic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1039/c6ra21185b,Chemical synthesis,N,Article,11864,topic rules,False,False,False,,,"Chemical synthesis [title; molecular reaction development]: cross dehydrogenation coupling, c h bond activations | Chemical synthesis [abstract; molecular reaction development]: cross dehydrogenative coupling | Chemical synthesis [primary contribution rule; +30]: Title foregrounds synthetic-method development or a chemical transformation.",Title foregrounds synthetic-method development or a chemical transformation.,4.0.0
10.1039/c6ra21320k,Functional materials,N,Article,11865,topic rules,False,False,False,,,"Functional materials [title; adsorption, storage, and separation]: membrane, separation | Functional materials [abstract; adsorption, storage, and separation]: membrane, separation, membranes | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ra21382k,Crystal engineering,Y,Article,11866,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; crystal packing and structural design]: coordination modes | Functional materials [abstract; sensing and optical function]: fluorescence, photophysical | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1039/c6ra22001k,Crystal engineering,Y,Article,11867,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topological | Functional materials [title; sensing and optical function]: light emitting | Functional materials [abstract; sensing and optical function]: photoluminescent, luminescence, light emitting | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1039/c6ra22738d,Functional materials,Y,Article,11868,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Functional materials / Chemical synthesis; Assigned category is supported only by abstract evidence,Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [abstract; energy conversion and electrochemistry]: batteries,Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6ra22761a,Functional materials,N,Article,11869,topic rules,False,False,False,,,"Functional materials [title; energy conversion and electrochemistry]: hydrogen generation | Functional materials [abstract; energy conversion and electrochemistry]: hydrogen generation, hydrogen production | Functional materials [abstract; catalytic and environmental performance]: catalytic activity | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ra22836d,Functional materials,Y,Article,11870,topic rules,False,False,False,,,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermally | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: adsorption | Functional materials [abstract; adsorption, storage, and separation]: adsorption, adsorbed | Functional materials [abstract; energy conversion and electrochemistry]: electrocatalytic | Functional materials [title; catalytic and environmental performance]: photocatalysis | Functional materials [abstract; catalytic and environmental performance]: photocatalytic, degradation of organic dyes | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ra22875e,Functional materials,N,Article,11871,topic rules,True,True,False,,Multiple substantial topics in title: Crystal engineering / Functional materials; Structural construction and application contributions overlap,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topology, supramolecular network | Crystal engineering [title; crystal packing and structural design]: crystal structures | Functional materials [title; sensing and optical function]: sensing | Functional materials [abstract; sensing and optical function]: sensing | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ra22971a,Crystal engineering,Y,Article,11872,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermally | Chemical synthesis [abstract; molecular reaction development]: cycloaddition | Functional materials [abstract; adsorption, storage, and separation]: adsorb | Functional materials [abstract; catalytic and environmental performance]: heterogeneous catalysts, catalytic performance | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1039/c6ra23143h,Functional materials,Y,Article,11873,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Functional materials / Chemical synthesis; Assigned category is supported only by abstract evidence,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: adsorption",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6ra23947a,Crystal engineering,N,Article,11874,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Crystal engineering / Chemical synthesis; Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; crystallization and crystal growth]: crystal growth,Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6ra24429g,Functional materials,Y,Article,11875,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; crystallization and crystal growth]: crystallization | Functional materials [abstract; adsorption, storage, and separation]: separating | Functional materials [abstract; catalytic and environmental performance]: catalytic performance | Functional materials [primary contribution rule; +30]: Abstract links a stated application to performance or uptake results.",Abstract links a stated application to performance or uptake results.,4.0.0
10.1039/c6ra24574a,Functional materials,Y,Article,11876,topic rules,False,False,False,,,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: separated | Functional materials [title; electronic, magnetic, and mechanical function]: magnetic | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6ra25156k,Crystal engineering,Y,Article,11877,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Functional materials [abstract; catalytic and environmental performance]: photocatalytic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1039/c6ra25396b,Functional materials,N,Article,11878,topic rules,True,True,False,,Multiple substantial topics in title: Chemical synthesis / Functional materials,"Chemical synthesis [title; post-synthetic chemistry]: postsynthetic covalent modification | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: co2 capture | Functional materials [abstract; adsorption, storage, and separation]: adsorption | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ra25481k,Functional materials,N,Article,11879,topic rules,False,False,False,,,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: adsorption | Functional materials [abstract; adsorption, storage, and separation]: sorption, adsorption | Functional materials [abstract; catalytic and environmental performance]: water remediation | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ra25820d,Crystal engineering,Y,Article,11880,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; molecular reaction development]: oxidation of alcohols | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1039/c6ra26642h,Functional materials,N,Article,11881,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; electronic, magnetic, and mechanical function]: magnetic | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6ra26646k,Chemical synthesis,N,Article,11882,topic rules,False,False,False,,,"Chemical synthesis [title; synthetic routes]: electrochemical synthesis | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; energy conversion and electrochemistry]: electrodeposited | Chemical synthesis [primary contribution rule; +30]: Title foregrounds a synthetic route, post-synthetic transformation, or molecular reaction.","Title foregrounds a synthetic route, post-synthetic transformation, or molecular reaction.",4.0.0
10.1039/c6ra26855b,Crystal engineering,Y,Article,11883,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; network topology and assembly]: interpenetrated, topology | Crystal engineering [abstract; crystal packing and structural design]: secondary building units | Functional materials [title; sensing and optical function]: luminescent | Functional materials [abstract; sensing and optical function]: luminescent | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1039/c6ra26966d,Functional materials,Y,Article,11884,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Functional materials / Crystal engineering; Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topology | Functional materials [abstract; sensing and optical function]: fluorescent | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6ra26997d,Functional materials,N,Article,11885,topic rules,False,False,False,,,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; crystal packing and structural design]: structure directing | Functional materials [title; adsorption, storage, and separation]: adsorption | Functional materials [abstract; adsorption, storage, and separation]: adsorption, adsorbents, separating | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ra27069g,Crystal engineering,Y,Article,11886,topic rules,False,False,False,,,Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topology | Crystal engineering [title; crystal packing and structural design]: homochiral zeolitic metal organic frameworks | Crystal engineering [abstract; crystal packing and structural design]: homochiral zeolitic metal organic frameworks,Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6ra27509e,Functional materials,N,Article,11887,topic rules,True,True,False,,Structural construction and application contributions overlap,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; network topology and assembly]: interpenetration | Functional materials [title; catalytic and environmental performance]: photocatalytic | Functional materials [abstract; catalytic and environmental performance]: photocatalytic | Functional materials [title; sensing and optical function]: luminescent | Functional materials [abstract; sensing and optical function]: luminescent, luminescence, sensing | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ra28124a,Functional materials,N,Article,11888,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: adsorbent | Functional materials [abstract; adsorption, storage, and separation]: adsorbent, adsorption | Functional materials [abstract; electronic, magnetic, and mechanical function]: thermal conductivity | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ra28153b,Crystal engineering,N,Article,11889,topic rules,False,False,False,,,"Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [title; crystal packing and structural design]: structural diversities | Crystal engineering [abstract; crystal packing and structural design]: coordination modes | Functional materials [abstract; sensing and optical function]: luminescent, fluorescent, luminescence | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1039/c6ra28361f,Functional materials,N,Article,11890,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; crystal packing and structural design]: crystal structures | Functional materials [abstract; adsorption, storage, and separation]: separation | Functional materials [abstract; energy conversion and electrochemistry]: electrode | Functional materials [abstract; sensing and optical function]: sensing | Functional materials [abstract; electronic, magnetic, and mechanical function]: electronic devices",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6ra28833b,Functional materials,N,Article,11891,topic rules,False,False,False,,,"Chemical synthesis [abstract; molecular reaction development]: suzuki coupling | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: gas storage | Functional materials [abstract; adsorption, storage, and separation]: adsorption, gas storage | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6re00065g,Chemical synthesis,N,Article,11892,topic rules,False,False,False,,,"Chemical synthesis [title; synthetic routes]: continuous flow | Chemical synthesis [abstract; synthetic routes]: continuous flow | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; crystal packing and structural design]: secondary building units | Chemical synthesis [primary contribution rule; +30]: Title foregrounds a synthetic route, post-synthetic transformation, or molecular reaction.","Title foregrounds a synthetic route, post-synthetic transformation, or molecular reaction.",4.0.0
10.1039/c6sc01412g,Theory & modeling,N,Article,11893,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Theory & modeling / Functional materials; Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; generic synthesis report (weak)]: syntheses, synthesis | Theory & modeling [abstract; explicit computational focus]: computational modeling | Theory & modeling [abstract; quantum electronic calculations]: ab initio | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic",Phrase-group evidence favors Theory & modeling; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6sc01477a,Crystal engineering,Y,Article,11894,topic rules,True,True,False,,Assigned category is supported only by abstract evidence; Mixed computational and experimental/synthetic contributions,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Theory & modeling [title; explicit computational focus]: in silico design | Theory & modeling [abstract; explicit computational focus]: in silico design | Theory & modeling [abstract; quantum electronic calculations]: density functional theory, dft | Crystal engineering [abstract; network topology and assembly]: topologies, topological, topology | Functional materials [abstract; adsorption, storage, and separation]: adsorption | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1039/c6sc02272c,Functional materials,Y,Article,11895,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Functional materials / Chemical synthesis; Assigned category is supported only by abstract evidence,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: adsorption | Functional materials [abstract; catalytic and environmental performance]: catalytic performance",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6sc04357g,Chemical synthesis,N,Article,11896,topic rules,False,False,False,,,"Chemical synthesis [abstract; synthetic routes]: solvent free synthesis | Chemical synthesis [abstract; post-synthetic chemistry]: postsynthetic modification | Chemical synthesis [title; molecular reaction development]: cycloaddition | Chemical synthesis [abstract; molecular reaction development]: cycloaddition, synthesis of the cyclic carbonate | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; catalytic and environmental performance]: heterogeneous catalyst | Chemical synthesis [primary contribution rule; +30]: Title foregrounds synthetic-method development or a chemical transformation.",Title foregrounds synthetic-method development or a chemical transformation.,4.0.0
10.1039/c6sc04478f,Crystal engineering,N,Article,11897,topic rules,False,False,False,,,"Crystal engineering [title; network topology and assembly]: topology | Crystal engineering [abstract; network topology and assembly]: interpenetration, topology | Crystal engineering [abstract; crystal packing and structural design]: cocrystals | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1039/c6sc05079d,Functional materials,N,Article,11898,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; network topology and assembly]: interpenetration | Functional materials [abstract; adsorption, storage, and separation]: adsorbent, adsorbents, adsorption | Functional materials [primary contribution rule; +30]: Abstract links a stated application to performance or uptake results.",Abstract links a stated application to performance or uptake results.,4.0.0
10.1039/c6sc05341f,Chemical synthesis,N,Article,11899,topic rules,True,True,False,,Multiple substantial topics in title: Chemical synthesis / Crystal engineering,Chemical synthesis [title; molecular reaction development]: dimerisation | Chemical synthesis [abstract; molecular reaction development]: dimerisation | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [title; crystallization and crystal growth]: single crystal to single crystal | Crystal engineering [abstract; crystallization and crystal growth]: single crystal to single crystal | Chemical synthesis [primary contribution rule; +30]: Title foregrounds synthetic-method development or a chemical transformation.,Title foregrounds synthetic-method development or a chemical transformation.,4.0.0
10.1039/c6sc05602d,Functional materials,Y,Article,11900,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Functional materials / Chemical synthesis; Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: adsorptive",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6ta00343e,Chemical synthesis,N,Article,11901,topic rules,True,True,False,,Multiple substantial topics in title: Chemical synthesis / Functional materials,"Chemical synthesis [title; post-synthetic chemistry]: ligand exchange | Chemical synthesis [abstract; post-synthetic chemistry]: ligand exchange | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: adsorption | Functional materials [title; electronic, magnetic, and mechanical function]: magnetic | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Chemical synthesis [primary contribution rule; +30]: Title foregrounds synthetic-method development or a chemical transformation.",Title foregrounds synthetic-method development or a chemical transformation.,4.0.0
10.1039/c6ta01899h,Functional materials,Y,Article,11902,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: separation, co2 uptake, gas uptake | Functional materials [abstract; energy conversion and electrochemistry]: energy storage | Functional materials [title; electronic, magnetic, and mechanical function]: electrical conductivity | Functional materials [abstract; electronic, magnetic, and mechanical function]: electrical conductivity, thermal conductivity | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ta03314h,Functional materials,Y,Article,11903,topic rules,False,False,False,,,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: adsorption | Functional materials [abstract; adsorption, storage, and separation]: adsorb, adsorbed, adsorbent | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ta03675a,Functional materials,Y,Article,11904,topic rules,False,False,False,,,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: hydrogen storage | Functional materials [abstract; adsorption, storage, and separation]: adsorption | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ta04160d,Functional materials,N,Article,11905,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: adsorption | Functional materials [abstract; adsorption, storage, and separation]: co2 uptake, separations | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ta04342a,Chemical synthesis,Y,Article,11906,topic rules,False,False,False,,,"Chemical synthesis [title; synthetic routes]: room temperature synthesis | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [primary contribution rule; +30]: Title foregrounds a synthetic route, post-synthetic transformation, or molecular reaction.","Title foregrounds a synthetic route, post-synthetic transformation, or molecular reaction.",4.0.0
10.1039/c6ta04623a,Functional materials,N,Article,11907,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: adsorption | Functional materials [abstract; adsorption, storage, and separation]: adsorbs, co2 capture | Functional materials [title; energy conversion and electrochemistry]: hydrogen evolution | Functional materials [abstract; catalytic and environmental performance]: photocatalysis | Functional materials [title; sensing and optical function]: photoluminescent, sensing | Functional materials [abstract; sensing and optical function]: photoluminescent, photoluminescence, sensing | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ta04917f,Functional materials,N,Article,11908,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Functional materials / Chemical synthesis; Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: ion exchange",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6ta04927c,Chemical synthesis,Y,Article,11909,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Chemical synthesis / Functional materials; Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; synthesis development]: large scale synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: adsorption",Phrase-group evidence favors Chemical synthesis; no explicit primary-contribution rule applies.,4.0.0
10.1039/c6ta06176a,Crystal engineering,N,Article,11910,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; synthetic routes]: hard templates | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: co2 uptake, hydrogen uptake, hydrogen storage | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1039/c6ta06403e,Functional materials,Y,Article,11911,topic rules,True,True,False,,Multiple substantial topics in title: Chemical synthesis / Functional materials,"Chemical synthesis [title; synthesis development]: one pot synthesis | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; sensing and optical function]: sensing | Functional materials [abstract; sensing and optical function]: luminescent, fluorescence, fluorescent | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1039/c6ta06792a,Functional materials,Y,Article,11912,topic rules,False,False,False,,,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topology | Crystal engineering [abstract; crystal packing and structural design]: hydrogen bonded network | Functional materials [abstract; energy conversion and electrochemistry]: fuel cell | Functional materials [title; sensing and optical function]: luminescent, sensor | Functional materials [abstract; sensing and optical function]: luminescent, sensor | Functional materials [title; electronic, magnetic, and mechanical function]: proton conductivity | Functional materials [abstract; electronic, magnetic, and mechanical function]: proton conducting, proton conductivity | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
